Vardas              Pavarde             Galutinis
Pavarde10196        Vardas10196         6.2
Pavarde10198        Vardas10198         6.72
Pavarde10199        Vardas10199         6.28
Pavarde102          Vardas102           5.04
Pavarde1020         Vardas1020          6.64
Pavarde10200        Vardas10200         5.96
Pavarde10201        Vardas10201         7.36
Pavarde10202        Vardas10202         5.68
Pavarde10203        Vardas10203         7.08
Pavarde10204        Vardas10204         6.28
Pavarde10206        Vardas10206         8.88
Pavarde10207        Vardas10207         7.96
Pavarde10208        Vardas10208         8.04
Pavarde10209        Vardas10209         8.96
Pavarde10211        Vardas10211         5.52
Pavarde10212        Vardas10212         7.72
Pavarde10214        Vardas10214         7
Pavarde10216        Vardas10216         8.16
Pavarde10219        Vardas10219         7.36
Pavarde10220        Vardas10220         6
Pavarde10223        Vardas10223         7.72
Pavarde10226        Vardas10226         6.4
Pavarde10231        Vardas10231         5.88
Pavarde10232        Vardas10232         8.4
Pavarde10234        Vardas10234         6.28
Pavarde10236        Vardas10236         5.36
Pavarde10237        Vardas10237         5.72
Pavarde10239        Vardas10239         5.72
Pavarde1024         Vardas1024          5.32
Pavarde10240        Vardas10240         7.96
Pavarde10242        Vardas10242         7.4
Pavarde10243        Vardas10243         5.28
Pavarde10246        Vardas10246         8
Pavarde1025         Vardas1025          7.24
Pavarde10254        Vardas10254         6.24
Pavarde10258        Vardas10258         5.28
Pavarde10259        Vardas10259         5.8
Pavarde1026         Vardas1026          7.24
Pavarde10260        Vardas10260         7.44
Pavarde10262        Vardas10262         8.12
Pavarde10263        Vardas10263         6
Pavarde10264        Vardas10264         6.76
Pavarde10265        Vardas10265         5.16
Pavarde10266        Vardas10266         7.84
Pavarde10267        Vardas10267         5.16
Pavarde10268        Vardas10268         7.92
Pavarde10269        Vardas10269         8.16
Pavarde1027         Vardas1027          7.36
Pavarde10272        Vardas10272         5.24
Pavarde10273        Vardas10273         7.16
Pavarde10276        Vardas10276         7.36
Pavarde10277        Vardas10277         5.8
Pavarde10279        Vardas10279         5.68
Pavarde10281        Vardas10281         7.28
Pavarde10282        Vardas10282         7.12
Pavarde10284        Vardas10284         7.8
Pavarde10286        Vardas10286         6.24
Pavarde10287        Vardas10287         5.88
Pavarde10288        Vardas10288         7.88
Pavarde10289        Vardas10289         6.12
Pavarde10290        Vardas10290         7.28
Pavarde10292        Vardas10292         8.64
Pavarde10298        Vardas10298         5.24
Pavarde10299        Vardas10299         6.08
Pavarde1030         Vardas1030          5.28
Pavarde10300        Vardas10300         5.88
Pavarde10302        Vardas10302         5.68
Pavarde10304        Vardas10304         7.12
Pavarde10306        Vardas10306         5.04
Pavarde10308        Vardas10308         7.04
Pavarde10309        Vardas10309         6.68
Pavarde10310        Vardas10310         5.56
Pavarde10313        Vardas10313         6.96
Pavarde10314        Vardas10314         5.6
Pavarde10318        Vardas10318         6.64
Pavarde10319        Vardas10319         8
Pavarde1032         Vardas1032          7.76
Pavarde10320        Vardas10320         6.56
Pavarde10323        Vardas10323         5.24
Pavarde10324        Vardas10324         7.16
Pavarde10326        Vardas10326         5.24
Pavarde10328        Vardas10328         7.8
Pavarde10329        Vardas10329         7.84
Pavarde1033         Vardas1033          7.12
Pavarde10330        Vardas10330         5.36
Pavarde10332        Vardas10332         8.16
Pavarde10333        Vardas10333         5.08
Pavarde10335        Vardas10335         7.52
Pavarde10337        Vardas10337         6.04
Pavarde10338        Vardas10338         5.32
Pavarde10339        Vardas10339         8.68
Pavarde1034         Vardas1034          5.08
Pavarde10340        Vardas10340         6.16
Pavarde10341        Vardas10341         6.08
Pavarde10342        Vardas10342         7
Pavarde10343        Vardas10343         5.88
Pavarde10345        Vardas10345         6.72
Pavarde10346        Vardas10346         6.64
Pavarde10348        Vardas10348         8.68
Pavarde10349        Vardas10349         6.52
Pavarde1035         Vardas1035          7.68
Pavarde10350        Vardas10350         5.6
Pavarde10352        Vardas10352         7.36
Pavarde10354        Vardas10354         5.92
Pavarde1036         Vardas1036          7.04
Pavarde10360        Vardas10360         5.56
Pavarde10361        Vardas10361         7.32
Pavarde10362        Vardas10362         6.32
Pavarde10363        Vardas10363         6.88
Pavarde10364        Vardas10364         5.28
Pavarde10365        Vardas10365         5.32
Pavarde10367        Vardas10367         7.4
Pavarde10369        Vardas10369         5.52
Pavarde1037         Vardas1037          5.76
Pavarde10370        Vardas10370         8.56
Pavarde10371        Vardas10371         8.84
Pavarde10372        Vardas10372         5.12
Pavarde10373        Vardas10373         5.96
Pavarde10375        Vardas10375         6.8
Pavarde10376        Vardas10376         6.04
Pavarde10377        Vardas10377         5.84
Pavarde10378        Vardas10378         7.64
Pavarde10379        Vardas10379         8.16
Pavarde10382        Vardas10382         5.28
Pavarde10384        Vardas10384         8
Pavarde10386        Vardas10386         5.76
Pavarde10387        Vardas10387         7.76
Pavarde10389        Vardas10389         6.08
Pavarde1039         Vardas1039          5.12
Pavarde10391        Vardas10391         7.04
Pavarde10393        Vardas10393         7.64
Pavarde10396        Vardas10396         8.44
Pavarde10399        Vardas10399         7.44
Pavarde104          Vardas104           6.16
Pavarde10401        Vardas10401         7.52
Pavarde10403        Vardas10403         6.44
Pavarde10405        Vardas10405         7.76
Pavarde10408        Vardas10408         6.48
Pavarde10409        Vardas10409         8.16
Pavarde10413        Vardas10413         5.8
Pavarde10414        Vardas10414         6.44
Pavarde10415        Vardas10415         5.76
Pavarde10416        Vardas10416         7.36
Pavarde10418        Vardas10418         7.4
Pavarde10419        Vardas10419         5.2
Pavarde1042         Vardas1042          5.08
Pavarde10423        Vardas10423         6.64
Pavarde10425        Vardas10425         5.76
Pavarde10426        Vardas10426         5.44
Pavarde10427        Vardas10427         5.28
Pavarde10429        Vardas10429         7.64
Pavarde1043         Vardas1043          5
Pavarde10430        Vardas10430         6.04
Pavarde10431        Vardas10431         5.56
Pavarde10432        Vardas10432         7.28
Pavarde10433        Vardas10433         8.36
Pavarde10434        Vardas10434         5.84
Pavarde10435        Vardas10435         8.28
Pavarde10436        Vardas10436         6.52
Pavarde10437        Vardas10437         5.48
Pavarde10438        Vardas10438         5.96
Pavarde10439        Vardas10439         8.28
Pavarde10441        Vardas10441         8.4
Pavarde10442        Vardas10442         6.16
Pavarde10443        Vardas10443         5
Pavarde10444        Vardas10444         8.56
Pavarde10446        Vardas10446         5.8
Pavarde10449        Vardas10449         8.24
Pavarde1045         Vardas1045          6.56
Pavarde10450        Vardas10450         6.24
Pavarde10452        Vardas10452         5.2
Pavarde10454        Vardas10454         7.84
Pavarde10455        Vardas10455         6.92
Pavarde10457        Vardas10457         6.68
Pavarde10458        Vardas10458         6.4
Pavarde10459        Vardas10459         7.28
Pavarde10461        Vardas10461         7
Pavarde10468        Vardas10468         8.4
Pavarde10470        Vardas10470         6.4
Pavarde10471        Vardas10471         6.04
Pavarde10472        Vardas10472         5.32
Pavarde10473        Vardas10473         6.08
Pavarde10474        Vardas10474         8.24
Pavarde10475        Vardas10475         5.52
Pavarde10476        Vardas10476         5.4
Pavarde10477        Vardas10477         5.92
Pavarde10479        Vardas10479         5.4
Pavarde1048         Vardas1048          6.88
Pavarde10483        Vardas10483         7.12
Pavarde10485        Vardas10485         6.64
Pavarde10486        Vardas10486         6.52
Pavarde10487        Vardas10487         8.36
Pavarde10492        Vardas10492         7.28
Pavarde10494        Vardas10494         8.68
Pavarde10495        Vardas10495         6.12
Pavarde10496        Vardas10496         5.8
Pavarde10497        Vardas10497         7.6
Pavarde10499        Vardas10499         6.96
Pavarde105          Vardas105           7.84
Pavarde10500        Vardas10500         5.68
Pavarde10501        Vardas10501         7.4
Pavarde10502        Vardas10502         6.24
Pavarde10508        Vardas10508         7.56
Pavarde1051         Vardas1051          5.16
Pavarde10511        Vardas10511         7.8
Pavarde10512        Vardas10512         5.8
Pavarde10515        Vardas10515         8.24
Pavarde10516        Vardas10516         8.88
Pavarde10517        Vardas10517         5.72
Pavarde10518        Vardas10518         6.24
Pavarde10519        Vardas10519         5.2
Pavarde1052         Vardas1052          7.64
Pavarde10520        Vardas10520         7.52
Pavarde10521        Vardas10521         5.12
Pavarde10524        Vardas10524         5.92
Pavarde10525        Vardas10525         7.52
Pavarde10527        Vardas10527         6.32
Pavarde10529        Vardas10529         7.52
Pavarde10530        Vardas10530         7.4
Pavarde10531        Vardas10531         6.16
Pavarde10532        Vardas10532         8.16
Pavarde10533        Vardas10533         8.32
Pavarde10534        Vardas10534         5
Pavarde10536        Vardas10536         8.36
Pavarde10537        Vardas10537         5.04
Pavarde10539        Vardas10539         8.24
Pavarde10540        Vardas10540         7.04
Pavarde10541        Vardas10541         8.36
Pavarde10542        Vardas10542         6.44
Pavarde10543        Vardas10543         6.68
Pavarde10545        Vardas10545         5.68
Pavarde10546        Vardas10546         6.84
Pavarde10548        Vardas10548         7.96
Pavarde10550        Vardas10550         6.28
Pavarde10553        Vardas10553         7.76
Pavarde10554        Vardas10554         5.76
Pavarde10555        Vardas10555         6.64
Pavarde10559        Vardas10559         6.68
Pavarde10560        Vardas10560         8.56
Pavarde10561        Vardas10561         7.28
Pavarde10563        Vardas10563         6.36
Pavarde10566        Vardas10566         8.4
Pavarde10567        Vardas10567         6.52
Pavarde10568        Vardas10568         6.48
Pavarde1057         Vardas1057          6
Pavarde10571        Vardas10571         8.4
Pavarde10572        Vardas10572         6.32
Pavarde10575        Vardas10575         5.84
Pavarde10577        Vardas10577         7.4
Pavarde10578        Vardas10578         5.68
Pavarde10579        Vardas10579         6.6
Pavarde1058         Vardas1058          8.28
Pavarde10582        Vardas10582         7.6
Pavarde10585        Vardas10585         5.32
Pavarde10587        Vardas10587         5.48
Pavarde10588        Vardas10588         7.36
Pavarde10589        Vardas10589         7.24
Pavarde1059         Vardas1059          6.48
Pavarde10590        Vardas10590         6.72
Pavarde10591        Vardas10591         5.08
Pavarde10593        Vardas10593         7.64
Pavarde10594        Vardas10594         7.24
Pavarde10596        Vardas10596         8.32
Pavarde10597        Vardas10597         7.92
Pavarde10599        Vardas10599         7.24
Pavarde106          Vardas106           7.64
Pavarde1060         Vardas1060          7.72
Pavarde10600        Vardas10600         6.8
Pavarde10602        Vardas10602         7.44
Pavarde10604        Vardas10604         6.28
Pavarde10605        Vardas10605         7.04
Pavarde10606        Vardas10606         8.88
Pavarde10607        Vardas10607         6.76
Pavarde10608        Vardas10608         7.96
Pavarde10609        Vardas10609         6.96
Pavarde1061         Vardas1061          6.04
Pavarde10611        Vardas10611         6.6
Pavarde10614        Vardas10614         6.72
Pavarde10618        Vardas10618         8.24
Pavarde10619        Vardas10619         6.32
Pavarde1062         Vardas1062          6.2
Pavarde10620        Vardas10620         7.68
Pavarde10621        Vardas10621         7.68
Pavarde10623        Vardas10623         5.84
Pavarde10625        Vardas10625         7.68
Pavarde10627        Vardas10627         8.36
Pavarde10629        Vardas10629         7.6
Pavarde10630        Vardas10630         6.2
Pavarde10634        Vardas10634         7.64
Pavarde10636        Vardas10636         8.6
Pavarde10638        Vardas10638         7.4
Pavarde10639        Vardas10639         8.04
Pavarde1064         Vardas1064          8.04
Pavarde10640        Vardas10640         6.24
Pavarde10641        Vardas10641         5.6
Pavarde10643        Vardas10643         7.76
Pavarde10644        Vardas10644         7.24
Pavarde10645        Vardas10645         6.44
Pavarde10647        Vardas10647         7.48
Pavarde10648        Vardas10648         6.08
Pavarde10649        Vardas10649         5
Pavarde1065         Vardas1065          7.92
Pavarde10651        Vardas10651         6.2
Pavarde10653        Vardas10653         7.2
Pavarde10654        Vardas10654         5.44
Pavarde10656        Vardas10656         7.12
Pavarde10658        Vardas10658         6.12
Pavarde1066         Vardas1066          8.04
Pavarde10660        Vardas10660         6
Pavarde10662        Vardas10662         7.52
Pavarde10669        Vardas10669         6
Pavarde10671        Vardas10671         6.24
Pavarde10673        Vardas10673         6.76
Pavarde10674        Vardas10674         7.72
Pavarde10675        Vardas10675         6.76
Pavarde10677        Vardas10677         6
Pavarde10678        Vardas10678         7.96
Pavarde10679        Vardas10679         8.24
Pavarde1068         Vardas1068          7.24
Pavarde10682        Vardas10682         6.92
Pavarde10683        Vardas10683         8.04
Pavarde10684        Vardas10684         5.56
Pavarde10687        Vardas10687         6.2
Pavarde10688        Vardas10688         5.84
Pavarde10690        Vardas10690         8.4
Pavarde10691        Vardas10691         8.44
Pavarde10692        Vardas10692         5.24
Pavarde10693        Vardas10693         7.28
Pavarde10694        Vardas10694         7.2
Pavarde10696        Vardas10696         5.8
Pavarde10697        Vardas10697         7.72
Pavarde10699        Vardas10699         5.64
Pavarde107          Vardas107           8.2
Pavarde1070         Vardas1070          5.96
Pavarde10700        Vardas10700         6.08
Pavarde10701        Vardas10701         8.24
Pavarde10703        Vardas10703         5.76
Pavarde10704        Vardas10704         6.12
Pavarde10705        Vardas10705         5.32
Pavarde10706        Vardas10706         8.12
Pavarde10709        Vardas10709         6
Pavarde10710        Vardas10710         8
Pavarde10712        Vardas10712         7.48
Pavarde10713        Vardas10713         8.64
Pavarde10714        Vardas10714         7.8
Pavarde10715        Vardas10715         7.6
Pavarde10716        Vardas10716         5.96
Pavarde10717        Vardas10717         7.84
Pavarde10719        Vardas10719         8.36
Pavarde10723        Vardas10723         7.56
Pavarde10727        Vardas10727         5.4
Pavarde1073         Vardas1073          8.36
Pavarde10731        Vardas10731         8.32
Pavarde10732        Vardas10732         6.24
Pavarde10733        Vardas10733         7
Pavarde10734        Vardas10734         7.28
Pavarde10735        Vardas10735         6.32
Pavarde10736        Vardas10736         8.44
Pavarde10737        Vardas10737         6.08
Pavarde10738        Vardas10738         7.8
Pavarde10739        Vardas10739         6.44
Pavarde1074         Vardas1074          7.12
Pavarde10741        Vardas10741         6.08
Pavarde10742        Vardas10742         7.32
Pavarde10743        Vardas10743         8.04
Pavarde10744        Vardas10744         6
Pavarde10745        Vardas10745         5.44
Pavarde10746        Vardas10746         8.32
Pavarde10749        Vardas10749         7
Pavarde1075         Vardas1075          5.96
Pavarde10752        Vardas10752         5.88
Pavarde10753        Vardas10753         5.76
Pavarde10754        Vardas10754         6.4
Pavarde10755        Vardas10755         5.92
Pavarde10756        Vardas10756         6.2
Pavarde10757        Vardas10757         6.36
Pavarde10759        Vardas10759         8.28
Pavarde1076         Vardas1076          7.8
Pavarde10760        Vardas10760         5.52
Pavarde10761        Vardas10761         6.2
Pavarde10762        Vardas10762         6.08
Pavarde10763        Vardas10763         7.32
Pavarde10766        Vardas10766         5.16
Pavarde10767        Vardas10767         7
Pavarde10768        Vardas10768         7.56
Pavarde1077         Vardas1077          6.4
Pavarde10770        Vardas10770         7.2
Pavarde10771        Vardas10771         7.56
Pavarde10774        Vardas10774         5.04
Pavarde1078         Vardas1078          5.76
Pavarde10780        Vardas10780         6.16
Pavarde10782        Vardas10782         7.56
Pavarde10785        Vardas10785         5.76
Pavarde10786        Vardas10786         6.04
Pavarde10787        Vardas10787         7.04
Pavarde10789        Vardas10789         6.6
Pavarde10790        Vardas10790         6.48
Pavarde10791        Vardas10791         5.16
Pavarde10792        Vardas10792         6.04
Pavarde10794        Vardas10794         5.76
Pavarde10795        Vardas10795         6.76
Pavarde10796        Vardas10796         5.92
Pavarde10797        Vardas10797         7.84
Pavarde10799        Vardas10799         5.72
Pavarde108          Vardas108           6.88
Pavarde1080         Vardas1080          6.24
Pavarde10800        Vardas10800         7.52
Pavarde10802        Vardas10802         5.48
Pavarde10803        Vardas10803         7.64
Pavarde10804        Vardas10804         7.28
Pavarde10805        Vardas10805         6.8
Pavarde10807        Vardas10807         7
Pavarde1081         Vardas1081          8.76
Pavarde10810        Vardas10810         7.04
Pavarde10811        Vardas10811         6.6
Pavarde10812        Vardas10812         8.12
Pavarde10813        Vardas10813         7.88
Pavarde10814        Vardas10814         8.16
Pavarde10815        Vardas10815         6.04
Pavarde10817        Vardas10817         6.64
Pavarde10818        Vardas10818         5.28
Pavarde10819        Vardas10819         5.04
Pavarde1082         Vardas1082          7.44
Pavarde10820        Vardas10820         7.84
Pavarde10821        Vardas10821         5.8
Pavarde10822        Vardas10822         7.56
Pavarde10823        Vardas10823         8.48
Pavarde10826        Vardas10826         6.48
Pavarde10827        Vardas10827         5
Pavarde10831        Vardas10831         7.96
Pavarde10832        Vardas10832         7.12
Pavarde10833        Vardas10833         6.4
Pavarde10834        Vardas10834         7
Pavarde10836        Vardas10836         6.28
Pavarde10837        Vardas10837         6.8
Pavarde10838        Vardas10838         5.24
Pavarde10840        Vardas10840         8.04
Pavarde10841        Vardas10841         7.4
Pavarde10842        Vardas10842         6.8
Pavarde10843        Vardas10843         7.68
Pavarde10845        Vardas10845         7.32
Pavarde10846        Vardas10846         5.72
Pavarde10847        Vardas10847         7.16
Pavarde10851        Vardas10851         6.04
Pavarde10853        Vardas10853         7
Pavarde10854        Vardas10854         6.12
Pavarde10855        Vardas10855         8.16
Pavarde10856        Vardas10856         7.24
Pavarde10858        Vardas10858         5.24
Pavarde10860        Vardas10860         8.2
Pavarde10865        Vardas10865         7.76
Pavarde10866        Vardas10866         5.88
Pavarde10867        Vardas10867         6.24
Pavarde10868        Vardas10868         8.52
Pavarde10873        Vardas10873         6.56
Pavarde10875        Vardas10875         5.96
Pavarde10876        Vardas10876         7.44
Pavarde10877        Vardas10877         7.64
Pavarde10879        Vardas10879         6.44
Pavarde1088         Vardas1088          5.52
Pavarde10881        Vardas10881         5.2
Pavarde10883        Vardas10883         5
Pavarde10884        Vardas10884         7.96
Pavarde10888        Vardas10888         5.24
Pavarde10889        Vardas10889         7.52
Pavarde1089         Vardas1089          5.36
Pavarde10890        Vardas10890         5.08
Pavarde10891        Vardas10891         7.2
Pavarde10892        Vardas10892         6.52
Pavarde10894        Vardas10894         5.52
Pavarde10896        Vardas10896         8.36
Pavarde10897        Vardas10897         5
Pavarde10899        Vardas10899         5.28
Pavarde1090         Vardas1090          5.72
Pavarde10902        Vardas10902         8
Pavarde10906        Vardas10906         7.36
Pavarde10908        Vardas10908         7.68
Pavarde10909        Vardas10909         6.12
Pavarde1091         Vardas1091          5.4
Pavarde10911        Vardas10911         7.8
Pavarde10912        Vardas10912         5.68
Pavarde10913        Vardas10913         6
Pavarde10914        Vardas10914         6.36
Pavarde10915        Vardas10915         8.24
Pavarde10916        Vardas10916         5.4
Pavarde10917        Vardas10917         6.04
Pavarde10921        Vardas10921         7.8
Pavarde10923        Vardas10923         6.68
Pavarde10924        Vardas10924         7.48
Pavarde10925        Vardas10925         6.04
Pavarde10926        Vardas10926         8.64
Pavarde10927        Vardas10927         5.48
Pavarde10928        Vardas10928         6.88
Pavarde10930        Vardas10930         6.92
Pavarde10932        Vardas10932         6.2
Pavarde10933        Vardas10933         8.24
Pavarde10937        Vardas10937         7.16
Pavarde10938        Vardas10938         5.12
Pavarde1094         Vardas1094          8.12
Pavarde10941        Vardas10941         6.88
Pavarde10942        Vardas10942         6.56
Pavarde10945        Vardas10945         5.88
Pavarde10946        Vardas10946         6.88
Pavarde10947        Vardas10947         6.4
Pavarde10948        Vardas10948         7.08
Pavarde1095         Vardas1095          6.4
Pavarde10950        Vardas10950         5.68
Pavarde10953        Vardas10953         8
Pavarde10954        Vardas10954         8.4
Pavarde10955        Vardas10955         8.28
Pavarde10958        Vardas10958         6.2
Pavarde1096         Vardas1096          8.6
Pavarde10960        Vardas10960         8.08
Pavarde10961        Vardas10961         5.6
Pavarde10964        Vardas10964         8.2
Pavarde1097         Vardas1097          8.08
Pavarde10970        Vardas10970         8.24
Pavarde10971        Vardas10971         5.12
Pavarde10972        Vardas10972         5.44
Pavarde10973        Vardas10973         5.92
Pavarde10976        Vardas10976         7.8
Pavarde10977        Vardas10977         7.36
Pavarde10978        Vardas10978         7.76
Pavarde1098         Vardas1098          6.48
Pavarde10980        Vardas10980         5.72
Pavarde10982        Vardas10982         7.24
Pavarde10983        Vardas10983         6.4
Pavarde10984        Vardas10984         8.08
Pavarde10986        Vardas10986         6.44
Pavarde10988        Vardas10988         6.68
Pavarde1099         Vardas1099          6.52
Pavarde10990        Vardas10990         7.68
Pavarde10991        Vardas10991         7.52
Pavarde10992        Vardas10992         5.12
Pavarde10993        Vardas10993         7.12
Pavarde10995        Vardas10995         6.84
Pavarde10996        Vardas10996         7.36
Pavarde10998        Vardas10998         7.04
Pavarde10999        Vardas10999         8.2
Pavarde110          Vardas110           6.32
Pavarde1100         Vardas1100          6.2
Pavarde11000        Vardas11000         6.6
Pavarde11002        Vardas11002         8.56
Pavarde11004        Vardas11004         7.44
Pavarde11005        Vardas11005         6.8
Pavarde11006        Vardas11006         8.16
Pavarde1101         Vardas1101          6.12
Pavarde11011        Vardas11011         7.52
Pavarde11013        Vardas11013         8.84
Pavarde11014        Vardas11014         7.32
Pavarde11015        Vardas11015         8.08
Pavarde11019        Vardas11019         7.04
Pavarde1102         Vardas1102          8.48
Pavarde11022        Vardas11022         7.88
Pavarde11023        Vardas11023         5.36
Pavarde11024        Vardas11024         6.44
Pavarde11025        Vardas11025         8.52
Pavarde11026        Vardas11026         6.48
Pavarde11027        Vardas11027         8.32
Pavarde11028        Vardas11028         7.72
Pavarde11029        Vardas11029         8.28
Pavarde1103         Vardas1103          7.6
Pavarde11030        Vardas11030         6.64
Pavarde11031        Vardas11031         7.48
Pavarde11032        Vardas11032         6
Pavarde11033        Vardas11033         5.88
Pavarde11034        Vardas11034         6.52
Pavarde11035        Vardas11035         6
Pavarde11037        Vardas11037         6
Pavarde11038        Vardas11038         8.88
Pavarde11039        Vardas11039         5.84
Pavarde11042        Vardas11042         6.2
Pavarde11044        Vardas11044         8.08
Pavarde11045        Vardas11045         5.88
Pavarde11046        Vardas11046         6.28
Pavarde11047        Vardas11047         6.24
Pavarde11048        Vardas11048         8.76
Pavarde11049        Vardas11049         5.64
Pavarde1105         Vardas1105          6.4
Pavarde11050        Vardas11050         7.96
Pavarde11052        Vardas11052         6.04
Pavarde11053        Vardas11053         6.48
Pavarde11054        Vardas11054         8
Pavarde11055        Vardas11055         7.2
Pavarde11056        Vardas11056         6.48
Pavarde11057        Vardas11057         7.28
Pavarde1106         Vardas1106          7.72
Pavarde11062        Vardas11062         6.4
Pavarde11063        Vardas11063         7.16
Pavarde11064        Vardas11064         8.16
Pavarde11066        Vardas11066         5.36
Pavarde11068        Vardas11068         7.12
Pavarde11069        Vardas11069         5
Pavarde1107         Vardas1107          7.44
Pavarde11070        Vardas11070         5
Pavarde11071        Vardas11071         8.64
Pavarde11072        Vardas11072         5.72
Pavarde11073        Vardas11073         5.24
Pavarde11075        Vardas11075         7.2
Pavarde11077        Vardas11077         6.96
Pavarde11079        Vardas11079         6.48
Pavarde11082        Vardas11082         5.6
Pavarde11083        Vardas11083         7.36
Pavarde11084        Vardas11084         6.12
Pavarde11086        Vardas11086         7.48
Pavarde11087        Vardas11087         6.4
Pavarde11088        Vardas11088         8.32
Pavarde11089        Vardas11089         5.56
Pavarde1109         Vardas1109          7.56
Pavarde11090        Vardas11090         7.4
Pavarde11093        Vardas11093         5.76
Pavarde11095        Vardas11095         6.44
Pavarde11096        Vardas11096         6.16
Pavarde111          Vardas111           7.56
Pavarde11100        Vardas11100         8.16
Pavarde11101        Vardas11101         6.32
Pavarde11103        Vardas11103         7.6
Pavarde11105        Vardas11105         6.6
Pavarde11107        Vardas11107         6.16
Pavarde11108        Vardas11108         5.8
Pavarde11110        Vardas11110         7.56
Pavarde11111        Vardas11111         6.96
