Vardas              Pavarde             Galutinis
Pavarde10467        Vardas10467         3.4
Pavarde10469        Vardas10469         4.68
Pavarde1047         Vardas1047          2.2
Pavarde10478        Vardas10478         3.6
Pavarde10480        Vardas10480         2.52
Pavarde10481        Vardas10481         3.76
Pavarde10482        Vardas10482         3.08
Pavarde10484        Vardas10484         4.68
Pavarde10488        Vardas10488         3.76
Pavarde10489        Vardas10489         4.72
Pavarde1049         Vardas1049          3.72
Pavarde10490        Vardas10490         2.2
Pavarde10491        Vardas10491         4.92
Pavarde10493        Vardas10493         4.72
Pavarde10498        Vardas10498         4.64
Pavarde1050         Vardas1050          3.48
Pavarde10503        Vardas10503         3.6
Pavarde10504        Vardas10504         4.2
Pavarde10505        Vardas10505         4.6
Pavarde10506        Vardas10506         4.08
Pavarde10507        Vardas10507         2.24
Pavarde10509        Vardas10509         2.8
Pavarde10510        Vardas10510         4.36
Pavarde10513        Vardas10513         3.84
Pavarde10514        Vardas10514         4.24
Pavarde10522        Vardas10522         2.36
Pavarde10523        Vardas10523         3.04
Pavarde10526        Vardas10526         4.28
Pavarde10528        Vardas10528         2.84
Pavarde1053         Vardas1053          4.24
Pavarde10535        Vardas10535         2.88
Pavarde10538        Vardas10538         4.64
Pavarde1054         Vardas1054          3.88
Pavarde10544        Vardas10544         2.36
Pavarde10547        Vardas10547         4.2
Pavarde10549        Vardas10549         3.96
Pavarde1055         Vardas1055          4.04
Pavarde10551        Vardas10551         3
Pavarde10552        Vardas10552         4.6
Pavarde10556        Vardas10556         3.56
Pavarde10557        Vardas10557         3.88
Pavarde10558        Vardas10558         3.92
Pavarde1056         Vardas1056          3.16
Pavarde10562        Vardas10562         3.2
Pavarde10564        Vardas10564         3.56
Pavarde10565        Vardas10565         4.84
Pavarde10569        Vardas10569         3.36
Pavarde10570        Vardas10570         3.8
Pavarde10573        Vardas10573         4.72
Pavarde10574        Vardas10574         4.08
Pavarde10576        Vardas10576         2.44
Pavarde10580        Vardas10580         3.64
Pavarde10581        Vardas10581         3.8
Pavarde10583        Vardas10583         2.92
Pavarde10584        Vardas10584         3.24
Pavarde10586        Vardas10586         4.56
Pavarde10592        Vardas10592         2.56
Pavarde10595        Vardas10595         2.24
Pavarde10598        Vardas10598         2.28
Pavarde10601        Vardas10601         3.64
Pavarde10603        Vardas10603         3.52
Pavarde10610        Vardas10610         4.88
Pavarde10612        Vardas10612         2.36
Pavarde10613        Vardas10613         2.88
Pavarde10615        Vardas10615         3.28
Pavarde10616        Vardas10616         4.52
Pavarde10617        Vardas10617         3.24
Pavarde10622        Vardas10622         4.92
Pavarde10624        Vardas10624         3.84
Pavarde10626        Vardas10626         1.96
Pavarde10628        Vardas10628         2.52
Pavarde1063         Vardas1063          2.92
Pavarde10631        Vardas10631         3.2
Pavarde10632        Vardas10632         2.28
Pavarde10633        Vardas10633         4.52
Pavarde10635        Vardas10635         3.08
Pavarde10637        Vardas10637         3.12
Pavarde10642        Vardas10642         3.92
Pavarde10646        Vardas10646         4.08
Pavarde10650        Vardas10650         4.56
Pavarde10652        Vardas10652         4.12
Pavarde10655        Vardas10655         3.84
Pavarde10657        Vardas10657         3.72
Pavarde10659        Vardas10659         3
Pavarde10661        Vardas10661         4.6
Pavarde10663        Vardas10663         2.96
Pavarde10664        Vardas10664         3.12
Pavarde10665        Vardas10665         3.64
Pavarde10666        Vardas10666         3.6
Pavarde10667        Vardas10667         3.16
Pavarde10668        Vardas10668         4
Pavarde1067         Vardas1067          3.04
Pavarde10670        Vardas10670         4.24
Pavarde10672        Vardas10672         4.16
Pavarde10676        Vardas10676         3.28
Pavarde10680        Vardas10680         2.36
Pavarde10681        Vardas10681         3.12
Pavarde10685        Vardas10685         4.56
Pavarde10686        Vardas10686         2.76
Pavarde10689        Vardas10689         3.96
Pavarde1069         Vardas1069          4.24
Pavarde10695        Vardas10695         2.68
Pavarde10698        Vardas10698         3.8
Pavarde10702        Vardas10702         4.6
Pavarde10707        Vardas10707         4.2
Pavarde10708        Vardas10708         4.48
Pavarde1071         Vardas1071          3.28
Pavarde10711        Vardas10711         3.8
Pavarde10718        Vardas10718         3.76
Pavarde1072         Vardas1072          4.48
Pavarde10720        Vardas10720         4.4
Pavarde10721        Vardas10721         3.92
Pavarde10722        Vardas10722         4.6
Pavarde10724        Vardas10724         4.32
Pavarde10725        Vardas10725         4.68
Pavarde10726        Vardas10726         3.84
Pavarde10728        Vardas10728         3.04
Pavarde10729        Vardas10729         4.6
Pavarde10730        Vardas10730         3.36
Pavarde10740        Vardas10740         3.8
Pavarde10747        Vardas10747         4.44
Pavarde10748        Vardas10748         2.76
Pavarde10750        Vardas10750         4.32
Pavarde10751        Vardas10751         3.8
Pavarde10758        Vardas10758         4.36
Pavarde10764        Vardas10764         3.2
Pavarde10765        Vardas10765         3.52
Pavarde10769        Vardas10769         4.92
Pavarde10772        Vardas10772         2.32
Pavarde10773        Vardas10773         2.52
Pavarde10775        Vardas10775         3.28
Pavarde10776        Vardas10776         3.68
Pavarde10777        Vardas10777         3.12
Pavarde10778        Vardas10778         4
Pavarde10779        Vardas10779         3.56
Pavarde10781        Vardas10781         4.8
Pavarde10783        Vardas10783         3.16
Pavarde10784        Vardas10784         2.56
Pavarde10788        Vardas10788         2.36
Pavarde1079         Vardas1079          4.08
Pavarde10793        Vardas10793         2.96
Pavarde10798        Vardas10798         3.16
Pavarde10801        Vardas10801         3.28
Pavarde10806        Vardas10806         1.88
Pavarde10808        Vardas10808         3.76
Pavarde10809        Vardas10809         4.04
Pavarde10816        Vardas10816         4.88
Pavarde10824        Vardas10824         3.4
Pavarde10825        Vardas10825         3.48
Pavarde10828        Vardas10828         4.04
Pavarde10829        Vardas10829         3.76
Pavarde1083         Vardas1083          4.16
Pavarde10830        Vardas10830         3.92
Pavarde10835        Vardas10835         4.72
Pavarde10839        Vardas10839         2.68
Pavarde1084         Vardas1084          4.32
Pavarde10844        Vardas10844         2.44
Pavarde10848        Vardas10848         3.48
Pavarde10849        Vardas10849         4.44
Pavarde1085         Vardas1085          3.48
Pavarde10850        Vardas10850         3.76
Pavarde10852        Vardas10852         4.04
Pavarde10857        Vardas10857         3.04
Pavarde10859        Vardas10859         2.28
Pavarde1086         Vardas1086          2.84
Pavarde10861        Vardas10861         3.92
Pavarde10862        Vardas10862         4.4
Pavarde10863        Vardas10863         2.8
Pavarde10864        Vardas10864         3.04
Pavarde10869        Vardas10869         4.08
Pavarde1087         Vardas1087          2.68
Pavarde10870        Vardas10870         2.56
Pavarde10871        Vardas10871         4.84
Pavarde10872        Vardas10872         3.12
Pavarde10874        Vardas10874         3
Pavarde10878        Vardas10878         4.48
Pavarde10880        Vardas10880         2.48
Pavarde10882        Vardas10882         3.6
Pavarde10885        Vardas10885         3.52
Pavarde10886        Vardas10886         2.72
Pavarde10887        Vardas10887         4.72
Pavarde10893        Vardas10893         4.56
Pavarde10895        Vardas10895         4.76
Pavarde10898        Vardas10898         3.84
Pavarde109          Vardas109           3.64
Pavarde10900        Vardas10900         4.92
Pavarde10901        Vardas10901         2.96
Pavarde10903        Vardas10903         3.88
Pavarde10904        Vardas10904         4.8
Pavarde10905        Vardas10905         4
Pavarde10907        Vardas10907         3.56
Pavarde10910        Vardas10910         3.44
Pavarde10918        Vardas10918         2.72
Pavarde10919        Vardas10919         3.4
Pavarde1092         Vardas1092          3.64
Pavarde10920        Vardas10920         4.2
Pavarde10922        Vardas10922         3.24
Pavarde10929        Vardas10929         4.36
Pavarde1093         Vardas1093          2.8
Pavarde10931        Vardas10931         3.16
Pavarde10934        Vardas10934         4.4
Pavarde10935        Vardas10935         3.28
Pavarde10936        Vardas10936         3.8
Pavarde10939        Vardas10939         3.28
Pavarde10940        Vardas10940         4.16
Pavarde10943        Vardas10943         3.84
Pavarde10944        Vardas10944         3.72
Pavarde10949        Vardas10949         4.92
Pavarde10951        Vardas10951         4.6
Pavarde10952        Vardas10952         3.16
Pavarde10956        Vardas10956         2.96
Pavarde10957        Vardas10957         3.4
Pavarde10959        Vardas10959         3.72
Pavarde10962        Vardas10962         4
Pavarde10963        Vardas10963         4.44
Pavarde10965        Vardas10965         2.92
Pavarde10966        Vardas10966         4.68
Pavarde10967        Vardas10967         3.88
Pavarde10968        Vardas10968         2.68
Pavarde10969        Vardas10969         3.04
Pavarde10974        Vardas10974         3.36
Pavarde10975        Vardas10975         4.16
Pavarde10979        Vardas10979         4.28
Pavarde10981        Vardas10981         3.84
Pavarde10985        Vardas10985         4.56
Pavarde10987        Vardas10987         3.32
Pavarde10989        Vardas10989         4.32
Pavarde10994        Vardas10994         2.8
Pavarde10997        Vardas10997         4.32
Pavarde11           Vardas11            2.72
Pavarde11001        Vardas11001         4.4
Pavarde11003        Vardas11003         2.92
Pavarde11007        Vardas11007         4.08
Pavarde11008        Vardas11008         3.44
Pavarde11009        Vardas11009         2.28
Pavarde11010        Vardas11010         3.16
Pavarde11012        Vardas11012         4.4
Pavarde11016        Vardas11016         3.44
Pavarde11017        Vardas11017         3
Pavarde11018        Vardas11018         3.36
Pavarde11020        Vardas11020         3.52
Pavarde11021        Vardas11021         2.76
Pavarde11036        Vardas11036         3.96
Pavarde1104         Vardas1104          3.12
Pavarde11040        Vardas11040         2.96
Pavarde11041        Vardas11041         4.68
Pavarde11043        Vardas11043         3.76
Pavarde11051        Vardas11051         4.04
Pavarde11058        Vardas11058         3.68
Pavarde11059        Vardas11059         3.84
Pavarde11060        Vardas11060         4.28
Pavarde11061        Vardas11061         3.68
Pavarde11065        Vardas11065         4.12
Pavarde11067        Vardas11067         3.64
Pavarde11074        Vardas11074         4.76
Pavarde11076        Vardas11076         3.56
Pavarde11078        Vardas11078         4.56
Pavarde1108         Vardas1108          3.76
Pavarde11080        Vardas11080         2.84
Pavarde11081        Vardas11081         3.28
Pavarde11085        Vardas11085         2.8
Pavarde11091        Vardas11091         3.92
Pavarde11092        Vardas11092         4.44
Pavarde11094        Vardas11094         4.6
Pavarde11097        Vardas11097         4.32
Pavarde11098        Vardas11098         3.08
Pavarde11099        Vardas11099         4.32
Pavarde1110         Vardas1110          3.36
Pavarde11102        Vardas11102         3.12
Pavarde11104        Vardas11104         3.8
Pavarde11106        Vardas11106         4.6
Pavarde11109        Vardas11109         3.08
Pavarde1111         Vardas1111          4.56
Pavarde11116        Vardas11116         3.04
Pavarde11120        Vardas11120         4.32
Pavarde11121        Vardas11121         3.2
Pavarde11122        Vardas11122         4.68
Pavarde11124        Vardas11124         3.28
Pavarde11126        Vardas11126         4.2
Pavarde11128        Vardas11128         2.68
Pavarde11131        Vardas11131         2.44
Pavarde11139        Vardas11139         4.36
Pavarde11140        Vardas11140         4.36
Pavarde11142        Vardas11142         4.88
Pavarde11146        Vardas11146         3.08
Pavarde11147        Vardas11147         4.92
Pavarde11150        Vardas11150         4.56
Pavarde11152        Vardas11152         4.36
Pavarde11155        Vardas11155         3.92
Pavarde11156        Vardas11156         3.72
Pavarde11159        Vardas11159         3.36
Pavarde11163        Vardas11163         4.36
Pavarde1117         Vardas1117          4.64
Pavarde11172        Vardas11172         2.52
Pavarde11173        Vardas11173         3.96
Pavarde11176        Vardas11176         3.28
Pavarde11180        Vardas11180         3.08
Pavarde11181        Vardas11181         3.8
Pavarde11182        Vardas11182         2.52
Pavarde11183        Vardas11183         3.36
Pavarde11184        Vardas11184         3.8
Pavarde11185        Vardas11185         2.96
Pavarde1119         Vardas1119          3.8
Pavarde11197        Vardas11197         4.2
Pavarde11200        Vardas11200         2.8
Pavarde11201        Vardas11201         3.72
Pavarde11205        Vardas11205         4.08
Pavarde11208        Vardas11208         2.64
Pavarde11209        Vardas11209         3.84
Pavarde11212        Vardas11212         2.64
Pavarde11213        Vardas11213         2.92
Pavarde11215        Vardas11215         4.12
Pavarde1122         Vardas1122          3.04
Pavarde11221        Vardas11221         4.68
Pavarde11222        Vardas11222         4.44
Pavarde11223        Vardas11223         4
Pavarde11224        Vardas11224         2.28
Pavarde11225        Vardas11225         2.56
Pavarde11226        Vardas11226         4.8
Pavarde11229        Vardas11229         4
Pavarde11231        Vardas11231         3.08
Pavarde11232        Vardas11232         3.4
Pavarde11234        Vardas11234         4.36
Pavarde11236        Vardas11236         3.8
Pavarde11239        Vardas11239         2.84
Pavarde1124         Vardas1124          4.96
Pavarde11240        Vardas11240         4.8
Pavarde11241        Vardas11241         3.88
Pavarde11242        Vardas11242         4.88
Pavarde11246        Vardas11246         4.16
Pavarde11247        Vardas11247         3.52
Pavarde11248        Vardas11248         3.8
Pavarde1125         Vardas1125          3.88
Pavarde11253        Vardas11253         3.88
Pavarde11254        Vardas11254         2.44
Pavarde11257        Vardas11257         3.04
Pavarde11258        Vardas11258         2.92
Pavarde11259        Vardas11259         4.48
Pavarde11263        Vardas11263         3.52
Pavarde11264        Vardas11264         2.24
Pavarde11265        Vardas11265         4.32
Pavarde11267        Vardas11267         4.04
Pavarde11268        Vardas11268         3.04
Pavarde11271        Vardas11271         4.92
Pavarde11273        Vardas11273         4.28
Pavarde11275        Vardas11275         2.84
Pavarde11279        Vardas11279         3
Pavarde11282        Vardas11282         4.48
Pavarde11287        Vardas11287         3.84
Pavarde11293        Vardas11293         3.24
Pavarde11296        Vardas11296         3.84
Pavarde11297        Vardas11297         4.08
Pavarde113          Vardas113           4.88
Pavarde1130         Vardas1130          4.04
Pavarde11303        Vardas11303         4.44
Pavarde11304        Vardas11304         4.72
Pavarde11307        Vardas11307         4.84
Pavarde11308        Vardas11308         2.84
Pavarde11309        Vardas11309         3.28
Pavarde11310        Vardas11310         4.32
Pavarde11316        Vardas11316         3.72
Pavarde11317        Vardas11317         4.92
Pavarde11320        Vardas11320         3.6
Pavarde11322        Vardas11322         3.88
Pavarde11323        Vardas11323         3.44
Pavarde11324        Vardas11324         2.68
Pavarde11331        Vardas11331         3.92
Pavarde11332        Vardas11332         4.96
Pavarde11335        Vardas11335         2.16
Pavarde11336        Vardas11336         4.56
Pavarde11338        Vardas11338         4.52
Pavarde11345        Vardas11345         3.96
Pavarde11349        Vardas11349         4.6
Pavarde1135         Vardas1135          3.32
Pavarde11350        Vardas11350         4.52
Pavarde11351        Vardas11351         4.96
Pavarde11352        Vardas11352         4.52
Pavarde11358        Vardas11358         3.52
Pavarde11359        Vardas11359         3
Pavarde11360        Vardas11360         3.76
Pavarde11364        Vardas11364         3.44
Pavarde11366        Vardas11366         2.24
Pavarde11367        Vardas11367         4.88
Pavarde11368        Vardas11368         3.08
Pavarde11370        Vardas11370         4.2
Pavarde11375        Vardas11375         4
Pavarde11376        Vardas11376         4.76
Pavarde11377        Vardas11377         4.48
Pavarde1138         Vardas1138          3.36
Pavarde11381        Vardas11381         4.76
Pavarde11382        Vardas11382         4.08
Pavarde11386        Vardas11386         4.16
Pavarde11387        Vardas11387         2.96
Pavarde11390        Vardas11390         4.96
Pavarde11391        Vardas11391         2.56
Pavarde11395        Vardas11395         4.08
Pavarde11396        Vardas11396         4.96
Pavarde114          Vardas114           2.92
Pavarde11400        Vardas11400         2.56
Pavarde11401        Vardas11401         3.68
Pavarde11402        Vardas11402         4.88
Pavarde11404        Vardas11404         3.2
Pavarde11407        Vardas11407         2.16
Pavarde11408        Vardas11408         3.76
Pavarde11410        Vardas11410         2.68
Pavarde11415        Vardas11415         4.92
Pavarde11419        Vardas11419         4.04
Pavarde1142         Vardas1142          4.48
Pavarde11421        Vardas11421         2.04
Pavarde11422        Vardas11422         4.84
Pavarde11423        Vardas11423         3.4
Pavarde11424        Vardas11424         3.84
Pavarde11425        Vardas11425         3.84
Pavarde11427        Vardas11427         3.6
Pavarde11428        Vardas11428         4.2
Pavarde11430        Vardas11430         2.84
Pavarde11431        Vardas11431         3.12
Pavarde11433        Vardas11433         3.84
Pavarde1144         Vardas1144          4.76
Pavarde11443        Vardas11443         2.96
Pavarde11444        Vardas11444         3.32
Pavarde11445        Vardas11445         3.08
Pavarde1145         Vardas1145          3.4
Pavarde11451        Vardas11451         4.12
Pavarde11454        Vardas11454         3.96
Pavarde11460        Vardas11460         2.16
Pavarde11461        Vardas11461         3.96
Pavarde11464        Vardas11464         2.84
Pavarde11466        Vardas11466         4.44
Pavarde11469        Vardas11469         2.92
Pavarde1147         Vardas1147          2.96
Pavarde11470        Vardas11470         3.48
Pavarde11472        Vardas11472         2.64
Pavarde11474        Vardas11474         4.32
Pavarde11478        Vardas11478         1.96
Pavarde1148         Vardas1148          3.96
Pavarde11480        Vardas11480         4.2
Pavarde11487        Vardas11487         4.6
Pavarde11492        Vardas11492         4.32
Pavarde11493        Vardas11493         4.48
Pavarde11494        Vardas11494         3.92
Pavarde11496        Vardas11496         2.16
Pavarde11497        Vardas11497         2.68
Pavarde11498        Vardas11498         3.48
Pavarde11499        Vardas11499         4.2
Pavarde11500        Vardas11500         3.2
Pavarde11501        Vardas11501         4.2
Pavarde11502        Vardas11502         4.76
Pavarde11504        Vardas11504         3.4
Pavarde11506        Vardas11506         3.96
Pavarde11508        Vardas11508         3.88
Pavarde11509        Vardas11509         4.72
Pavarde11513        Vardas11513         4.6
Pavarde11514        Vardas11514         3.4
Pavarde11515        Vardas11515         2.64
Pavarde11519        Vardas11519         4.12
Pavarde1152         Vardas1152          4.64
Pavarde11520        Vardas11520         2.96
Pavarde11521        Vardas11521         3.08
Pavarde11527        Vardas11527         3.16
Pavarde11529        Vardas11529         2.6
Pavarde1153         Vardas1153          4.64
Pavarde11531        Vardas11531         4.04
Pavarde11532        Vardas11532         4.76
Pavarde11533        Vardas11533         4.24
Pavarde11535        Vardas11535         3.44
Pavarde11540        Vardas11540         2.72
Pavarde11541        Vardas11541         3.72
Pavarde11542        Vardas11542         3.64
Pavarde11545        Vardas11545         2.2
Pavarde11547        Vardas11547         3.36
Pavarde11549        Vardas11549         2.16
Pavarde11551        Vardas11551         3.2
Pavarde11552        Vardas11552         2.4
Pavarde11553        Vardas11553         2.72
Pavarde11554        Vardas11554         4.48
Pavarde11556        Vardas11556         4.68
Pavarde11557        Vardas11557         4.64
Pavarde1156         Vardas1156          4.64
Pavarde11560        Vardas11560         3.76
Pavarde11567        Vardas11567         4.48
Pavarde11569        Vardas11569         2.8
Pavarde11570        Vardas11570         3.84
Pavarde11571        Vardas11571         3.96
Pavarde11574        Vardas11574         3.6
Pavarde11575        Vardas11575         4.52
Pavarde11578        Vardas11578         4.88
Pavarde1158         Vardas1158          4.28
Pavarde11580        Vardas11580         3.12
Pavarde11582        Vardas11582         2.4
Pavarde11585        Vardas11585         3
Pavarde11586        Vardas11586         2.64
Pavarde1159         Vardas1159          4.44
Pavarde11591        Vardas11591         2.64
Pavarde11592        Vardas11592         3.2
Pavarde11594        Vardas11594         4.56
Pavarde11598        Vardas11598         3.2
Pavarde116          Vardas116           3.2
Pavarde1160         Vardas1160          4.08
Pavarde11600        Vardas11600         2.6
Pavarde11604        Vardas11604         4.08
Pavarde11606        Vardas11606         4.92
Pavarde11611        Vardas11611         3.56
Pavarde11614        Vardas11614         4.4
Pavarde11616        Vardas11616         3.12
Pavarde11619        Vardas11619         4.04
Pavarde1162         Vardas1162          4.4
Pavarde11620        Vardas11620         4.6
Pavarde11621        Vardas11621         3.2
Pavarde11623        Vardas11623         3.72
Pavarde11624        Vardas11624         3.12
Pavarde11625        Vardas11625         4.2
